hdl:1902.1/00555	development of achievement motivation
hdl:1902.1/11026	home ownership
hdl:1902.1/11026	automobile ownership
hdl:1902.1/11026	property repairs
hdl:1902.1/11026	shopping
hdl:1902.1/11026	newspapers
hdl:1902.1/11026	food
hdl:1902.1/11026	consumer attitudes
hdl:1902.1/11026	social values
hdl:1902.1/11026	social attitudes
hdl:1902.1/11026	research
hdl:1902.1/11026	news media
hdl:1902.1/11026	leisure
hdl:1902.1/11026	psychographics
hdl:1902.1/11026	medical care
hdl:1902.1/11026	trust
hdl:1902.1/11026	biographical data
hdl:1902.1/11026	media use
hdl:1902.1/11026	marketing
hdl:1902.1/11026	health insurance
hdl:1902.1/11026	occupation
hdl:1902.1/11026	political ideologies
hdl:1902.1/11026	restaurants
hdl:1902.1/11026	products
hdl:1902.1/11026	personal income
hdl:1902.1/11026	banking
hdl:1902.1/11026	television viewing
hdl:1902.1/11026	perceptions
hdl:1902.1/11189	child health
hdl:1902.1/11189	child nutrition
hdl:1902.1/11189	land ownership
hdl:1902.1/11189	land tenure
hdl:1902.1/11189	household expenditures
hdl:1902.1/11189	pakistan
hdl:1902.1/11189	south asia
hdl:1902.1/11189	asia
hdl:1902.1/11189	household characteristics
hdl:1902.1/11189	anthropometry
hdl:1902.1/12205	multiple focus
hdl:1902.1/12250	international organization
hdl:1902.1/12250	cold war
hdl:1902.1/12250	alliance
hdl:1902.1/12250	international relations
hdl:1902.1/12737	strategy method
hdl:1902.1/12737	oligopoly limit pricing
hdl:1902.1/12737	multi-sender signalling
hdl:1902.1/12737	full information equilibrium
hdl:1902.1/12737	unprejudiced beliefs
hdl:1902.1/12737	experiments
hdl:1902.1/13466	children with special health care needs
hdl:1902.1/13466	asthma
hdl:1902.1/13466	binge alcohol drinking
hdl:1902.1/13466	cigarette use
hdl:1902.1/13466	marijuana use
hdl:1902.1/13466	illicit drug use
hdl:1902.1/13466	low birth weight
hdl:1902.1/13466	infant mortality rate
hdl:1902.1/13466	child death rate
hdl:1902.1/13466	teen deaths
hdl:1902.1/13466	accident
hdl:1902.1/13466	suicide
hdl:1902.1/13466	homicide
hdl:1902.1/13466	unemployed parents
hdl:1902.1/13466	high school dropouts
hdl:1902.1/13466	children in poverty
hdl:1902.1/13466	single parent household
hdl:1902.1/13466	demographics
hdl:1902.1/13466	immigrant families
hdl:1902.1/13466	education
hdl:1902.1/13466	economic well-being
hdl:1902.1/13466	family structure
hdl:1902.1/13466	birth outcomes
hdl:1902.1/13466	health insurance
hdl:1902.1/13466	vital statistics
hdl:1902.1/13466	juvenile justice
hdl:1902.1/13466	out of home placement
hdl:1902.1/13466	immunization
hdl:1902.1/13466	vaccine
hdl:1902.1/13466	overweight
hdl:1902.1/13466	obese
hdl:1902.1/13835	financial circumstances
hdl:1902.1/13835	work plan
hdl:1902.1/13835	work participation rates
hdl:1902.1/13835	spending
hdl:1902.1/13835	expenditures
hdl:1902.1/13835	tanf recipients
hdl:1902.1/13835	monthly assistance
hdl:1902.1/13835	tanf
hdl:1902.1/13835	welfare
hdl:1902.1/13835	temporary assistance to needy families
hdl:1902.1/13961	hit + button on right for additional keyword fields
hdl:1902.1/13961	enter keywords here
hdl:1902.1/14032	state-level public opinion
hdl:1902.1/14483	party composition
hdl:1902.1/14771	party composition
hdl:1902.1/14852	party composition
hdl:1902.1/14889	elections
hdl:1902.1/14933	quality of life
hdl:1902.1/14933	traffic
hdl:1902.1/14933	growth
hdl:1902.1/14933	measure m
hdl:1902.1/14933	pollution
hdl:1902.1/14933	social issues
hdl:1902.1/14933	transportation
hdl:1902.1/14933	senate race
hdl:1902.1/14933	politics
hdl:1902.1/14933	recycling
hdl:1902.1/14933	neighborhood
hdl:1902.1/14933	emission
hdl:1902.1/14933	consumer confidence
hdl:1902.1/14933	carpooling
hdl:1902.1/15293	in ned. indie resident
hdl:1902.1/15293	income distribution
hdl:1902.1/15293	outside ned. indie resident
hdl:1902.1/15293	netherlands east indies
hdl:1902.1/15293	20th century
hdl:1902.1/15293	dutch east indies
hdl:1902.1/15455	ict
hdl:1902.1/15455	online activism
hdl:1902.1/15455	korea
hdl:1902.1/15536	us department of health and human services
hdl:1902.1/15536	administration for children and families
hdl:1902.1/15536	abuse
hdl:1902.1/15536	child abuse
hdl:1902.1/15536	neglect
hdl:1902.1/15536	child neglect
hdl:1902.1/15536	child adoption
hdl:1902.1/15536	child welfare
hdl:1902.1/15536	adoption
hdl:1902.1/15536	foster care
hdl:1902.1/15536	child
hdl:1902.1/15536	children
hdl:1902.1/15581	internet safety
hdl:1902.1/15581	online
hdl:1902.1/15581	internet
hdl:1902.1/15581	victimization
hdl:1902.1/15581	mental health
hdl:1902.1/15581	development
hdl:1902.1/15581	child welfare
hdl:1902.1/15581	child welfare policies
hdl:1902.1/15581	physical abuse
hdl:1902.1/15581	mental abuse
hdl:1902.1/15581	gallup poll
hdl:1902.1/15581	child maltreatment
hdl:1902.1/15581	maltreatment
hdl:1902.1/15581	parenting
hdl:1902.1/15581	runaway
hdl:1902.1/15581	homeless
hdl:1902.1/15581	family violence
hdl:1902.1/15581	the national survey of child health and well-being
hdl:1902.1/15581	the adoption and foster care analysis reporting system
hdl:1902.1/15581	the national child abuse and neglect data system
hdl:1902.1/15581	national data archive on child abuse and neglect
hdl:1902.1/15581	child abuse
hdl:1902.1/15581	child neglect
hdl:1902.1/15581	safety
hdl:1902.1/15581	child well-being
hdl:1902.1/15581	adoption
hdl:1902.1/15581	foster care
hdl:1902.1/15581	well-being
hdl:1902.1/16265	life expectancy
hdl:1902.1/16265	domestic violence
hdl:1902.1/16265	cesarean section
hdl:1902.1/16265	widowed
hdl:1902.1/16265	part-time employment
hdl:1902.1/16265	part-time work
hdl:1902.1/16265	obesity
hdl:1902.1/16265	overweight
hdl:1902.1/16265	underweight
hdl:1902.1/16265	marriage
hdl:1902.1/16265	under-five mortality
hdl:1902.1/16265	sanitation
hdl:1902.1/16265	drinking water
hdl:1902.1/16265	wage
hdl:1902.1/16265	salary
hdl:1902.1/16265	youth labor
hdl:1902.1/16265	youth
hdl:1902.1/16265	maternal mortality
hdl:1902.1/16265	gender
hdl:1902.1/16265	united nations statistics division
hdl:1902.1/16265	united nations
hdl:1902.1/16265	abortion
hdl:1902.1/16265	literacy
hdl:1902.1/16265	labor force
hdl:1902.1/16265	employment
hdl:1902.1/16265	labour
hdl:1902.1/16265	unemployment
hdl:1902.1/16265	fertility
hdl:1902.1/16265	antenatal care
hdl:1902.1/16265	child disability
hdl:1902.1/16265	child discipline
hdl:1902.1/16265	child marriage
hdl:1902.1/16265	insecticide treated net
hdl:1902.1/16265	malaria
hdl:1902.1/16265	condom use
hdl:1902.1/16265	high-risk sex
hdl:1902.1/16265	contraceptive use
hdl:1902.1/16265	contraceptive prevalence
hdl:1902.1/16265	education
hdl:1902.1/16265	primary education
hdl:1902.1/16265	secondary education
hdl:1902.1/16265	tertiary education
hdl:1902.1/16265	antiretroviral therapy
hdl:1902.1/16265	arv
hdl:1902.1/16265	hiv
hdl:1902.1/16265	aids
hdl:1902.1/16265	hiv infection
hdl:1902.1/16265	geneital cutting
hdl:1902.1/16265	genital mutilation
hdl:1902.1/16265	gender ratio
hdl:1902.1/16265	parity
hdl:1902.1/16265	birth
hdl:1902.1/16265	infant mortality
hdl:1902.1/16472	fuelwood
hdl:1902.1/16472	calorific value
hdl:1902.1/16472	genetic improvement
hdl:1902.1/16472	conservation
hdl:1902.1/17606	non-food expenditures
hdl:1902.1/17606	food expenditures
hdl:1902.1/17606	anthropometry
hdl:1902.1/17606	the philippines
hdl:1902.1/17813	macot
hdl:1902.1/17813	dacryodes edulis
hdl:1902.1/17813	vegetative propagation
hdl:1902.1/17813	rooting ability
hdl:1902.1/17813	clone
hdl:1902.1/17976	gender
hdl:1902.1/17976	civil war
hdl:1902.1/17976	middle east
hdl:1902.1/17976	resource curse
hdl:1902.1/17976	economic development
hdl:1902.1/17976	political institutions
hdl:1902.1/17976	political economy
hdl:1902.1/17976	petroleum
hdl:1902.1/17976	russia
hdl:1902.1/17976	africa
hdl:1902.1/17976	comparative politics
hdl:1902.1/17976	energy
hdl:1902.1/17976	democracy
hdl:1902.1/18254	war
hdl:1902.1/18254	the presidency
hdl:1902.1/18254	ideal point estimation
hdl:1902.1/18254	congress
hdl:1902.1/18542	predicted probability
hdl:1902.1/20062	land use capability
hdl:1902.1/20224	migration
hdl:1902.1/20224	society
hdl:1902.1/20224	economy
hdl:1902.1/67CDV	men
hdl:1902.1/67CDV	women
hdl:1902.1/67CDV	hiv
hdl:1902.1/67CDV	foqus
hdl:1902.1/67CDV	condom use
hdl:1902.1/00047	abortion
hdl:1902.1/01965	congressional districts
hdl:1902.1/01965	voting precints
hdl:1902.1/01965	voting behavior
hdl:1902.1/01965	voter turnout
hdl:1902.1/01965	voter registration
hdl:1902.1/01965	state elections
hdl:1902.1/01965	redistrcting
hdl:1902.1/01965	national elections
hdl:1902.1/01965	local elections
hdl:1902.1/01965	elections
hdl:1902.1/01965	election returns
hdl:1902.1/01965	election districts
hdl:1902.1/12206	sexual behaviour
hdl:1902.1/12206	commercial sex
hdl:1902.1/12206	msm
hdl:1902.1/12206	gonorrhoea
hdl:1902.1/12206	chlamydia
hdl:1902.1/12206	syphillis
hdl:1902.1/12206	sti
hdl:1902.1/12206	sexually transmitted infections
hdl:1902.1/12206	timor lorosae
hdl:1902.1/12206	timor leste
hdl:1902.1/12206	east timor
hdl:1902.1/12206	hiv
hdl:1902.1/13836	education
hdl:1902.1/13836	enrollment
hdl:1902.1/13836	children with disabilities
hdl:1902.1/13836	head start funding
hdl:1902.1/13836	comprehensive services
hdl:1902.1/13836	child development
hdl:1902.1/13836	disadvantaged families
hdl:1902.1/13836	early head start
hdl:1902.1/13836	preschool
hdl:1902.1/13836	expenditures
hdl:1902.1/13836	school readiness
hdl:1902.1/13881	speculative bubbles
hdl:1902.1/13881	financial market stability
hdl:1902.1/13881	transaction taxes
hdl:1902.1/13881	technical and fundamental analysis
hdl:1902.1/13881	stylized facts
hdl:1902.1/13881	heterogeneous interacting agents model
hdl:1902.1/14321	hours of work
hdl:1902.1/14321	earnings
hdl:1902.1/14321	unemployment
hdl:1902.1/14321	employment
hdl:1902.1/14321	work
hdl:1902.1/14321	labor
hdl:1902.1/14321	workforce
hdl:1902.1/14321	labor statistics
hdl:1902.1/14321	census bureau
hdl:1902.1/14321	school enrollment
hdl:1902.1/14321	income
hdl:1902.1/14321	class of worker
hdl:1902.1/14321	industry
hdl:1902.1/14321	occupation
hdl:1902.1/14321	employee benefits
hdl:1902.1/14565	party composition
hdl:1902.1/14934	proposition 136
hdl:1902.1/14934	recycling
hdl:1902.1/14934	conservation
hdl:1902.1/14934	charities
hdl:1902.1/14934	transportation
hdl:1902.1/14934	politics
hdl:1902.1/14934	privacy
hdl:1902.1/14934	environment
hdl:1902.1/14934	consumer confidence
hdl:1902.1/14934	quality of life
hdl:1902.1/14934	regional government
hdl:1902.1/14934	carpooling
hdl:1902.1/14934	volunteer
hdl:1902.1/14934	proposition 128
hdl:1902.1/15168	defendant's report
hdl:1902.1/15294	bangoenporba
hdl:1902.1/15294	pematang siantar
hdl:1902.1/15294	simpang kuala pangkalan susu
hdl:1902.1/15294	joint gross revenue per day-kilometer
hdl:1902.1/15294	total number of passengers
hdl:1902.1/15294	27
hdl:1902.1/15294	serajoedal
hdl:1902.1/15294	gondanglegi-dempit
hdl:1902.1/15294	yield total for travelers
hdl:1902.1/15294	number of carriages and baggage wagons
hdl:1902.1/15294	tjikini
hdl:1902.1/15294	madjenang
hdl:1902.1/15294	23
hdl:1902.1/15294	proceeds from the transport
hdl:1902.1/15294	24
hdl:1902.1/15294	wonosobo
hdl:1902.1/15294	transportation
hdl:1902.1/15294	general affairs
hdl:1902.1/15294	buildings and equipment
hdl:1902.1/15294	sigli
hdl:1902.1/15294	palembang
hdl:1902.1/15294	all other revenue
hdl:1902.1/15294	pasoeroean
hdl:1902.1/15294	poeger
hdl:1902.1/15294	yield good system
hdl:1902.1/15294	kampoeng melajoe
hdl:1902.1/15294	ngara
hdl:1902.1/15294	20th century
hdl:1902.1/15294	pangkalan
hdl:1902.1/15294	tonne-kilometers (excluding service freight)
hdl:1902.1/15294	ngabean
hdl:1902.1/15294	bandjar-negara
hdl:1902.1/15294	djoeana
hdl:1902.1/15294	kampoeng baru
hdl:1902.1/15294	number of locomotive-kilometers
hdl:1902.1/15294	department for transport
hdl:1902.1/15294	sepandjang
hdl:1902.1/15294	dutch east indies
hdl:1902.1/15294	pekalongan
hdl:1902.1/15294	coal consumption (in tonnes)
hdl:1902.1/15294	yogyakarta
hdl:1902.1/15294	length of track at the yearend (1920
hdl:1902.1/15294	modjokerto
hdl:1902.1/15294	kula
hdl:1902.1/15294	alkmaar
hdl:1902.1/15294	track width (in meters)
hdl:1902.1/15294	krian modjokerto
hdl:1902.1/15294	meloewoeng
hdl:1902.1/15294	menteng
hdl:1902.1/15294	bandadjarsari
hdl:1902.1/15294	vrijmetselaarsweg
hdl:1902.1/15294	bojolali
hdl:1902.1/15294	surabaya
hdl:1902.1/15294	wonopringgo
hdl:1902.1/15294	lampung
hdl:1902.1/15294	sumatra
hdl:1902.1/15294	proceeds luggage
hdl:1902.1/15294	goenoeng-giwoer
hdl:1902.1/15294	timbanglangkat
hdl:1902.1/15294	fuel consumption (kg) per locomotive-kilometer
hdl:1902.1/15294	28) (in km)
hdl:1902.1/15294	porong
hdl:1902.1/15294	joana
hdl:1902.1/15294	rambipoetji
hdl:1902.1/15294	number of cars (outside the baggage wagons)
hdl:1902.1/15294	number of tonnes thin and cargo (excluding freight service)
hdl:1902.1/15294	number of passenger-kilometers
hdl:1902.1/15294	tjikampek-wadas
hdl:1902.1/15294	tandjoengbalai a
hdl:1902.1/15294	madura
hdl:1902.1/15294	joint gross receipts in total (as above)
hdl:1902.1/15294	java
hdl:1902.1/15294	perbaoengan
hdl:1902.1/15294	singasari
hdl:1902.1/15294	cornelis
hdl:1902.1/15294	number of locomotives
hdl:1902.1/15294	east bekas
hdl:1902.1/15294	magelang
hdl:1902.1/15294	tjilamaja
hdl:1902.1/15294	tebingtinggi
hdl:1902.1/15294	lho seumawe
hdl:1902.1/15294	ngempit
hdl:1902.1/15294	aceh
hdl:1902.1/15294	number of axle-kilometers (carriages and wagons)
hdl:1902.1/15294	operating costs (including the renewals)
hdl:1902.1/15294	weleri – besokor
hdl:1902.1/15294	rail
hdl:1902.1/15294	proceeds thin and cargo
hdl:1902.1/15294	arnhemia
hdl:1902.1/15294	railway
hdl:1902.1/15294	tegal-balapoelang
hdl:1902.1/15294	number of train-kilometers
hdl:1902.1/15294	langsar
hdl:1902.1/15294	kamal kebanjar
hdl:1902.1/15294	capital construction at the yearend (1920
hdl:1902.1/15294	malang
hdl:1902.1/15294	dili
hdl:1902.1/15294	kediri
hdl:1902.1/15294	average length operated (in km) over the whole year
hdl:1902.1/15294	volume of transport
hdl:1902.1/15294	semarang
hdl:1902.1/15294	netherlands east indies
hdl:1902.1/15294	cheribon
hdl:1902.1/15294	parakan
hdl:1902.1/15294	dinaja
hdl:1902.1/15825	agricultural credit
hdl:1902.1/16842	federalism
hdl:1902.1/16842	public policy
hdl:1902.1/16842	income inequality
hdl:1902.1/16879	seed dormancy
hdl:1902.1/16879	seed coat
hdl:1902.1/16879	allanblackia parviflora
hdl:1902.1/16879	propagation
hdl:1902.1/16879	radical
hdl:1902.1/17364	theses
hdl:1902.1/17607	social accounting matrix (sam)
hdl:1902.1/17607	honduras
hdl:1902.1/17814	orientation  des branches
hdl:1902.1/17814	maturation tardive
hdl:1902.1/17814	distribution racinale
hdl:1902.1/17814	d. edulis
hdl:1902.1/17940	candidates
hdl:1902.1/17940	distance
hdl:1902.1/17940	gis
hdl:1902.1/17940	conditional logit
hdl:1902.1/17940	general election
hdl:1902.1/17940	england
hdl:1902.1/17940	voting
hdl:1902.1/17977	pigeonpea
hdl:1902.1/18011	family planning
hdl:1902.1/18011	trac
hdl:1902.1/18011	modern contraceptives
hdl:1902.1/18011	contraceptives
hdl:1902.1/18174	imf
hdl:1902.1/18336	polytheism
hdl:1902.1/18787	quantitative
hdl:1902.1/18787	survey design
hdl:1902.1/18787	economic voting
hdl:1902.1/18787	question wording
hdl:1902.1/18787	numeric responses
hdl:1902.1/20225	economy
hdl:1902.1/20225	development model
hdl:1902.1/20225	society
hdl:1902.1/22539	surveys
hdl:1902.1/22539	foreign policy
hdl:1902.1/22539	public opinion
hdl:1902.1/22584	climate change
hdl:1902.1/22584	gender
hdl:1902.1/9AM8L	condoms
hdl:1902.1/9AM8L	map
hdl:1902.1/01966	voting precints
hdl:1902.1/01966	congressional districts
hdl:1902.1/01966	election districts
hdl:1902.1/01966	election returns
hdl:1902.1/01966	elections
hdl:1902.1/01966	local elections
hdl:1902.1/01966	national elections
hdl:1902.1/01966	redistrcting
hdl:1902.1/01966	state elections
hdl:1902.1/01966	voter registration
hdl:1902.1/01966	voter turnout
hdl:1902.1/01966	voting behavior
hdl:1902.1/02000	congressional districts
hdl:1902.1/02000	election districts
hdl:1902.1/02000	election returns
hdl:1902.1/02000	elections
hdl:1902.1/02000	local elections
hdl:1902.1/02000	national elections
hdl:1902.1/02000	redistrcting
hdl:1902.1/02000	state elections
hdl:1902.1/02000	voter registration
hdl:1902.1/02000	voter turnout
hdl:1902.1/02000	voting behavior
hdl:1902.1/02000	voting precints
hdl:1902.1/10506	government bond market
hdl:1902.1/10506	stability and growth pact
hdl:1902.1/10506	international capital markets
hdl:1902.1/10506	sweden
hdl:1902.1/10506	emu
hdl:1902.1/10506	financial globalization
hdl:1902.1/11028	television viewing
hdl:1902.1/11028	automobile ownership
hdl:1902.1/11028	home ownership
hdl:1902.1/11028	womens movement
hdl:1902.1/11028	consumer purchases
hdl:1902.1/11028	durable goods
hdl:1902.1/11028	radios
hdl:1902.1/11028	public opinion
hdl:1902.1/11028	furniture
hdl:1902.1/11028	education
hdl:1902.1/11028	consumer behavior
hdl:1902.1/11028	attitudes
hdl:1902.1/11028	perceptions
hdl:1902.1/11028	banking
hdl:1902.1/11028	personal income
hdl:1902.1/11028	products
hdl:1902.1/11028	restaurants
hdl:1902.1/11028	political ideologies
hdl:1902.1/11028	occupation
hdl:1902.1/11028	health insurance
hdl:1902.1/11028	marketing
hdl:1902.1/11028	media use
hdl:1902.1/11028	biographical data
hdl:1902.1/11028	trust
hdl:1902.1/11028	medical care
hdl:1902.1/11028	psychographics
hdl:1902.1/11028	leisure
hdl:1902.1/11028	news media
hdl:1902.1/11028	research
hdl:1902.1/11028	social attitudes
hdl:1902.1/11028	social values
hdl:1902.1/11028	consumer attitudes
hdl:1902.1/11028	food
hdl:1902.1/11028	newspapers
hdl:1902.1/11028	shopping
hdl:1902.1/11028	property repairs
hdl:1902.1/12496	health conditions
hdl:1902.1/12496	binge drinking
hdl:1902.1/12496	nutrition
hdl:1902.1/12496	chronic disease indicators
hdl:1902.1/12496	prostate cancer
hdl:1902.1/12496	women's health
hdl:1902.1/12496	tobacco use
hdl:1902.1/12496	cardiovascular disease
hdl:1902.1/12496	arthritis
hdl:1902.1/12496	asthma
hdl:1902.1/12496	alcohol consumption
hdl:1902.1/12496	cdc
hdl:1902.1/12496	centers for disease control and prevention
hdl:1902.1/12496	colorectal cancer screening
hdl:1902.1/12496	physical activity
hdl:1902.1/12496	obesity
hdl:1902.1/12496	overweight
hdl:1902.1/12496	dental health
hdl:1902.1/12496	body mass index
hdl:1902.1/12496	bmi
hdl:1902.1/12496	oral health
hdl:1902.1/12496	vaccines
hdl:1902.1/12496	immunization
hdl:1902.1/12496	hypertension awareness
hdl:1902.1/12496	health status
hdl:1902.1/12496	health care access
hdl:1902.1/12496	health care coverage
hdl:1902.1/12496	access to care
hdl:1902.1/12496	fruit and vegetable consumption
hdl:1902.1/12496	exercise
hdl:1902.1/12496	disability
hdl:1902.1/12496	diabetes
hdl:1902.1/12496	demographics
hdl:1902.1/12496	cholesterol awareness
hdl:1902.1/12496	cigarette smoking
hdl:1902.1/12496	premature mortality
hdl:1902.1/12496	self rated health
hdl:1902.1/12658	morality
hdl:1902.1/12658	ideology
hdl:1902.1/13756	international business cycle
hdl:1902.1/13756	macroeconomic time-series data
hdl:1902.1/13756	random matrix theory
hdl:1902.1/13756	synchronisation
hdl:1902.1/13963	geography
hdl:1902.1/13963	voting
hdl:1902.1/13963	united states
hdl:1902.1/13963	rational choice
hdl:1902.1/13963	europe
hdl:1902.1/14854	party composition
hdl:1902.1/14935	politics
hdl:1902.1/14935	housing
hdl:1902.1/14935	transportation
hdl:1902.1/14935	future
hdl:1902.1/14935	charitible giving
hdl:1902.1/14935	volunteer
hdl:1902.1/14935	social issues
hdl:1902.1/14935	pollution
hdl:1902.1/14935	taxes
hdl:1902.1/14935	consumer confidence
hdl:1902.1/14935	quality of life
hdl:1902.1/14935	traffic
hdl:1902.1/14935	carpoolinging
hdl:1902.1/14935	crime
hdl:1902.1/14980	political violence
